STM MUTUAL JITTER Fail!,TSP CB JITTER,TSP CB JITTER,UST106,1
TSP CB JITTER ,TSP CB JITTER,TSP CB JITTER,UST106,1
TSP CB CORNER ,TSP CB CORNER ,TSP CB CORNER,UST104,1
TSP CB CORNER,TSP CB CORNER,TSP CB CORNER,UST104,1
TSP CB BAND ,TSP CB BAND,TSP CB BAND,UST100,1
TSP CB BAND,TSP CB BAND,TSP CB BAND,UST100,1
TSP CB ALL ,TSP CB ALL,TSP CB ALL,UST103,1
TSP CB ALL,TSP CB ALL,TSP CB ALL,UST103,1
TSP Band,TSP CM BAND,TSP CM BAND,UST91,1
TSP REF BAND,TSP CM BAND,TSP CM BAND,UST91,1
TSP_REF_BAND_ERROR,TSP CM BAND,TSP CM BAND,UST91,1
BAND ERROR,TSP CM BAND,TSP CM BAND,UST91,1
TSP RAW BAND,TSP CM BAND,TSP CM BAND,UST91,1
TSP CX2 BAND,TSP CM BAND,TSP CM BAND,UST91,1
TSP CM BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSP JIT BAND ,TSP CM JITTER,TSP CM JITTER,UST97,1
TSP NOH BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSP NOL BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSP SEN BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSP CMS BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSP CMR BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSP CS BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSP CSR BAND ,TSP CM BAND,TSP CM BAND,UST91,1
TSPÀÌ¹°,TSP Alien,TSP Alien,UST04,1
T-FPC µé¶ä,T-FPC µé¶ä,T-FPC µé¶ä,USA16,1
TFPC ¿Ü°ü±âÅ¸,TFPC Others,TFPC Others,UST26,1
TFPC Âõ¾îÁü,TFPC is torn,TFPC is torn,UST25,1
SPIN,Spin Stain,Spin Stain,USU08,1
Spin Stain,Spin Stain,Spin Stain,USU08,1
FAB)SPIN ¾ó·è,Spin Stain,Spin Stain,USU08,1
SPEAKER ºÒ·®,Speaker Badness,Speaker Badness,USF19,1
¼ÒºñÀü·ùSLEEP,Sleep Mode Current,Sleep Mode Current,USF17,1
Sleep i_bat OVER,SLEEP CURRENT NG,Sleep Mode Current,USF17,1
SLEEP_CURRENT_NG,SLEEP CURRENT NG,Sleep Mode Current,USF17,1
Sleep i_bat Current,SLEEP CURRENT NG,Sleep Mode Current,USF17,1
Sleep Mode Current,SLEEP CURRENT NG,Sleep Mode Current,USF17,1
Sleep i_ddi OVER,SLEEP CURRENT NG,Sleep Mode Current,USF17,1
Sleep i_vci OVER,SLEEP CURRENT NG,Sleep Mode Current,USF17,1
SIDE FAIL ,SIDE FAIL,SIDE FAIL,UST121,1
SIDE FAIL,SIDE FAIL,SIDE FAIL,UST121,1
¿Ü°üÄ¡¼ö,SFC Size,SFC Size,USA11,1
FAB)SCAN Àü·ù,Scan Current,Scan Current,USU02,1
REDDISH,REDWISH,REDWISH,USU29,1
FAB)RED WAD,RED WAD,RED WAD,USU10,1
RED DOT OFF,RED OFF,Red Dot Off,USD10,1
RED OFF,RED OFF,Red Dot Off,USD10,1
GRAY ºÒ·®,R)OLB ACF attaching miss,R)OLB ACF attaching miss,USF35,1
º¸È£Film Cutting,Ptt Film Cutting,Ptt Film Cutting,USS20,1
(FAB)º¸È£FilmÀÌ»ó,Protection Miss Attach(FAB),Protection Miss Attach(FAB),USS19,1
POL³«ÇÏ,POL³«ÇÏ,POL³«ÇÏ,USP02,1
POL ¼³ºñ ÂïÈû,POL ¼³ºñ ÂïÈû,POL ¼³ºñ ÂïÈû,USL12,1
POL º¯»ö,POL º¯»ö,POL º¯»ö,USP18,1
POL Spear,POL Spear,POL Spear,USP04,1
POLÂïÈû,POL Spear,POL Spear,USP04,1
POL Sinking,POL Sinking,POL Sinking,USP10,1
POL´­¸²,POL Sinking,POL Sinking,USP10,1
POL SCRATCH,POL Scratch,POL Scratch,USP03,1
POL S/C,POL Scratch,POL Scratch,USP03,1
POL¹Ú¸®,POL Ptt,POL Ptt,USP12,1
POL ¹ÌºÎÂø,POL Not Attach,POL Not Attach,USP16,1
POL-MISALIGN,POL Misalign,POL Misalign,USP06,1
POL MCR MARKÝÕ,POL MCR MARKÝÕ,POL MCR MARKÝÕ,USP08,1
POL Edge Cover,POL Edge Cover,POL Edge Cover,USP07,1
POLÅ½,POL Edge Cover,POL Edge Cover,USP07,1
POL Come Off,POL Come Off,POL Come Off,USP05,1
POLµé¶ä,POL Come Off,POL Come Off,USP05,1
POL Bubble,POL BUBBLE,POL Bubble,USP11,1
POL Bubble_F,POL BUBBLE,POL Bubble,USP11,1
POL±âÆ÷,POL Bubble,POL Bubble,USP11,1
POL90,POL Alien,POL Alien,USP01,1
IMPURITY(NO E(RJ)),POL Alien,POL Alien,USP01,1
IMPURITY HIGH,POL Alien,POL Alien,USP01,1
POL Imul,POL Alien,POL Alien,USP01,1
POL DEFECT,POL Alien,POL Alien,USP01,1
POL Alien,POL Alien,POL Alien,USP01,1
POLÀÌ¹°,POL Alien,POL Alien,USP01,1
Panel ¿Ü°ü±âÅ¸,Panel ¿Ü°ü±âÅ¸,Panel ¿Ü°ü±âÅ¸,USS26,1
(FAB)PANEL Ç¥¸éÀÌ»ó,PANEL Surface Abnormal(FAB),PANEL Surface Abnormal(FAB),USS10,1
FAB)PANEL¾ó·è±âÅ¸,Panel Stain Others,Panel Stain Others,USU19,1
PANEL´­¸²,Panel Sinking,Panel Sinking,USS21,1
Detachment,Panel Seperation,Panel Seperation,USS01,1
Panel Seperation,Panel Seperation,Panel Seperation,USS01,1
¹Ú¸®,Panel Seperation,Panel Seperation,USS01,1
(FAB)PANEL±¸°ÜÁü,PANEL Crumple(FAB),PANEL Crumple(FAB),USS22,1
Paenl PF ¹Ú¸®,Paenl PF ¹Ú¸®,Paenl PF ¹Ú¸®,USW19,1
OM,Open Mask,Open Mask,USU03,1
Open Mask,Open Mask,Open Mask,USU03,1
OLB Bonding ºÒ·®,OLB Bonding ºÒ·®,OLB Bonding ºÒ·®,USF40,1
OLB ACF ºÎÂø ºÒ·®,OLB ACF ºÎÂø ºÒ·®,OLB ACF ºÎÂø ºÒ·®,USF37,1
DIAGONAL,OL Stain,OL Stain,USU17,1
HE DIAGONAL LINE,OL Stain,OL Stain,USU17,1
Oblique Line Spot,OL Stain,OL Stain,USU17,1
FAB)»ç¼±¾ó·è,OL Stain,OL Stain,USU17,1
ABSOLUTE OFF,Off Dot Over,Off Dot Over,USD07,1
OFF DOT MULTITUDE,Off Dot Over,Off Dot Over,USD07,1
OFF DOT,Off Dot Over,Off Dot Over,USD07,1
OFF ETC,Off Dot Over,Off Dot Over,USD07,1
ETC DARK,Off Dot Over,Off Dot Over,USD07,1
OFF OVER 2,Off Dot Over,Off Dot Over,USD07,1
OFF MULTITUDE,Off Dot Over,Off Dot Over,USD07,1
MULTITUDE,Off Dot Over,Off Dot Over,USD07,1
OFF OVER,Off Dot Over,Off Dot Over,USD07,1
OFF DOT OVER,Off Dot Over,Off Dot Over,USD07,1
FAB)OFF OVER,Off Dot Over,Off Dot Over,USD07,1
OFF NEAR DOT,Off Dot Neraing,Off Dot Neraing,USD09,1
OFF DOT NERAING,Off Dot Neraing,Off Dot Neraing,USD09,1
FAB)OFF ±ÙÁ¢,Off Dot Neraing,Off Dot Neraing,USD09,1
OFF CONTIGUITY,Off Dot Contigaity,Off Dot Contigaity,USD08,1
Off Dot Contigaity,Off Dot Contigaity,Off Dot Contigaity,USD08,1
OFF ÀÎÁ¢,Off Dot Contigaity,Off Dot Contigaity,USD08,1
FAB)OFF ÀÎÁ¢,Off Dot Contigaity,Off Dot Contigaity,USD08,1
OCA ¶â±è,OCA ¶â±è,OCA ¶â±è,USW23,1
OCA Tilt,OCA Tilt,OCA Tilt,USW20,1
Noise,Noise,Noise,USO07,1
´ºÅÏ¸µ,Newton Ring,Newton Ring,USS02,1
MTP»öÁÂÇ¥,MTP XY,MTP XY,USF04,1
MTP Time Over,MTP Time Over,MTP Time Over,USF08,1
MTP FAIL,MTP Time Over,MTP Time Over,USF08,1
Shift Target_V48_ERROR,MTP Time Over,MTP Time Over,USF08,1
EEPROM Write ERROR,Vision Error,Vision Error,USU34,1
MTP Fail(FAB),MTP Time Over,MTP Time Over,USF08,1
MTP OPTION SKIP,MTP Time Over,MTP Time Over,USF08,1
DIM OFFS OVER,MTP Time Over,MTP Time Over,USF08,1
Each Cell Driving Voltage Cal. Error,MTP Time Over,MTP Time Over,USF08,1
MTP»ö¿Âµµ,MTP T Color,MTP T Color,USF10,1
Tcolor Spec Over,MTP T Color,MTP T Color,USF10,1
MPCD,MTP MPCD,MTP MPCD,USF11,1
MTP MPCD,MTP MPCD,MTP MPCD,USF11,1
MTPÀúÈÖµµ,MTP LOW Gray LM,MTP LOW Gray LM,USF09,1
1 Step COORD. Lowgray ERROR,MTP LOW Gray LM,MTP LOW Gray LM,USF09,1
MTPÈÖµµ,MTP LM,MTP LM,USF03,1
MTP_MID_Br,MTP LM,MTP LM,USF03,1
MTP_MID_Br15_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br23_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br35_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br51_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br87_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br151_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br203_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br255_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br03_MTP_Err,MTP LM,MTP LM,USF03,1
MTP_MID_Br7_MTP_Err,MTP LM,MTP LM,USF03,1
HBM Spec Over,MTP LM,MTP LM,USF03,1
White Balance,MTP LM,MTP LM,USF03,1
HBM L Spec Over,MTP LM,MTP LM,USF03,1
L Spec Over,MTP LM,MTP LM,USF03,1
White Brightness,MTP LM,MTP LM,USF03,1
L     Spec Over,MTP LM,MTP LM,USF03,1
BEF_LUMI_SPEC_OVER,MTP LM,MTP LM,USF03,1
BEF_LUMI_SPEC_UNDER,MTP LM,MTP LM,USF03,1
NDIM 1 Step Spec Over,MTP LM,MTP LM,USF03,1
NDIM 1 step Spec Over,MTP LM,MTP LM,USF03,1
MTP DIFF,MTP ID NG,MTP ID NG,USF07,1
ID_CHECK_NG,MTP DIFF,MTP ID NG,USF07,1
MTP_ID NG,MTP DIFF,MTP ID NG,USF07,1
MTP°úÀü·ù,MTP Current,MTP Current,USF05,1
MTP_255G_IBAT_ERROR,MTP Current,MTP Current,USF05,1
MTP_255G_IBAT_ERROR.,MTP Current,MTP Current,USF05,1
MTP¼±Çü¼º,MTP CORD,MTP CORD,USF06,1
SAID 1 step Spec Over,MTP CORD,MTP CORD,USF06,1
SAID 2 step Spec Over,MTP CORD,MTP CORD,USF06,1
SAID 3 step Spec Over,MTP CORD,MTP CORD,USF06,1
SAID 1Step Spec Over,MTP CORD,MTP CORD,USF06,1
SAID 2Step Spec Over,MTP CORD,MTP CORD,USF06,1
SAID 3Step Spec Over,MTP CORD,MTP CORD,USF06,1
White Color Coordinates,MTP CORD,MTP CORD,USF06,1
HBM_255_48_ERROR,MTP CORD,MTP CORD,USF06,1
COORD.V48 Error,MTP CORD,MTP CORD,USF06,1
3 Step COORD. lowgray ERROR,MTP CORD,MTP CORD,USF06,1
UB Shrinkage,MT)UB Shrinkage,MT)UB Shrinkage,USS23,1
TFEÅ»¸·,MT)TFE Ptt,MT)TFE Ptt,USS08,1
Pad Shrinkage,MT)Pad Shrinkage,MT)Pad Shrinkage,USS30,1
±¸µ¿¾ÈµÊ,MT)No Display,MT)No Display,USF02,1
TE_CHECK NG,MT)¡¾¢¬¥ì¢¯¨úE¥ìE,MT)No Display,USF02,1
(FAB)»óºÎµ¹±â,MN Missing(FAB),MN Missing(FAB),USS14,1
MCD ºÒ·®,MCD ºÒ·®,MCD ºÒ·®,USU30,1
MASK,Mask Stain Other,Mask Stain Other,USU06,1
MASK STAIN OTHER,Mask Stain Other,Mask Stain Other,USU06,1
FAB)MASK¾ó·è±âÅ¸,Mask Stain Other,Mask Stain Other,USU06,1
Mask Alien,Mask Alien,Mask Alien,USU05,1
M-CNT PIN,MAIN Connector Pin Fail,MAIN Connector Pin Fail,USF31,1
M-CNT MOLD,MAIN CNT MOLD Fail,MAIN CNT MOLD Fail,USF32,1
ÇÏºÎµ¹±â,Lower Rising,Lower Rising,USS18,1
ÇÏºÎÀÌ¹°,Lower Particle,Lower Particle,USS16,1
(FAB)ÇÏºÎ±âÆ÷,Lower Bubble(FAB),Lower Bubble(FAB),USS15,1
FAB)B-Spot,Low Gradation Spot,Low Gradation Spot,USU25,1
FAB)Àú°èÁ¶ HIGH,Low gradation HIGH,Low gradation HIGH,USD15,1
LOW OVER,Low Dot Off,Low Dot Off,USD13,1
Low Dot Off,Low Dot Off,Low Dot Off,USD13,1
Lot marking ¹ÌÀÎ¼â,Lot marking no print,Lot marking no print,USA22,1
Lot marking ¿ÀÀÎ¼â,Lot marking miss printed,Lot marking miss printed,USA23,1
LOT MARKING ºÒ·®,LOT MARKING FAIL,LOT MARKING FAIL,USA20,1
LINE MULTITUDE,Line Others,Line Others,USL09,1
MOSAIC,Line Others,Line Others,USL09,1
Line Others,Line Others,Line Others,USL09,1
Mask_Rib,Line Others,Line Others,USL09,1
FAB)LINE±âÅ¸,Line Others,Line Others,USL09,1
Lami¼³ºñ ÂïÈû,Lami¼³ºñ ÂïÈû,Lami¼³ºñ ÂïÈû,USW18,1
OCA ´­¸²,Lami ´­¸²,Lami ´­¸²,USW21,1
Lami±âÅ¸,Lami Others,Lami Others,USW15,1
Lami±âÆ÷,Lami Bubble,Lami Bubble,USW12,1
Lami A/M,Lami A/M ,Lami A/M ,USW14,1
GBD,IC Block Defect,IC Block Defect,USO06,1
GATE BLOCK MACRO,IC Block Defect,IC Block Defect,USO06,1
IC Block Defect,IC Block Defect,IC Block Defect,USO06,1
IC BLOCK,IC Block Defect,IC Block Defect,USO06,1
i_vci OVER,i_vci Current,i_vci Current,USF14,1
i_ddi Current,i_ddi OVER,i_ddi Current,USF16,1
i_ddi OVER,i_ddi Current,i_ddi Current,USF16,1
WHITE CURRENT NG,i_bat OVER,i_bat Current,USF15,1
i_bat Current,i_bat OVER,i_bat Current,USF15,1
SYSTEM ERROR,i_bat OVER,i_bat Current,USF15,1
SYSTEM_ERROR,i_bat OVER,i_bat Current,USF15,1
WHITE_CURRENT_NG,i_bat Current,i_bat Current,USF15,1
White Current,i_bat Current,i_bat Current,USF15,1
i_bat OVER,i_bat Current,i_bat Current,USF15,1
GATE DEFECT MACRO,Horizontal Line,Horizontal Line,USO01,1
Gate Defect Macro2,Horizontal Line,Horizontal Line,USO01,1
°¡·Î¼±,Horizontal Line,Horizontal Line,USO01,1
HORIZONTAL STAIN,HL Stain,HL Stain,USU15,1
FINE LINE,HL Stain,HL Stain,USU15,1
HORIZONTAL ETC,HL Stain,HL Stain,USU15,1
HE HORIZONTAL LINE,HL Stain,HL Stain,USU15,1
Horizontal Line Spot,HL Stain,HL Stain,USU15,1
FAB)°¡·ÎÁÙ¾ó·è,HL Stain,HL Stain,USU15,1
H-O CONTIGUITY,High Off Contigaity,High Off Contigaity,USD06,1
High Off Contigaity,High Off Contigaity,High Off Contigaity,USD06,1
H-O ÀÎÁ¢,High Off Contigaity,High Off Contigaity,USD06,1
FAB)H-O ÀÎÁ¢,High Off Contigaity,High Off Contigaity,USD06,1
ABSOLUTE HIGH,High Dot Over,High Dot Over,USD01,1
HIGH CONTIGUITY,High Dot Over,High Dot Over,USD01,1
HIGH DOT MULTITUDE,High Dot Over,High Dot Over,USD01,1
HIGH DOT,High Dot Over,High Dot Over,USD01,1
LOW HIGH,High Dot Over,High Dot Over,USD01,1
HIGH ETC,High Dot Over,High Dot Over,USD01,1
ETC HIGH,High Dot Over,High Dot Over,USD01,1
HIGH MULTITUDE,High Dot Over,High Dot Over,USD01,1
HIGH OVER 2,High Dot Over,High Dot Over,USD01,1
High Dot Over,High Dot Over,High Dot Over,USD01,1
HIGH OVER,High Dot Over,High Dot Over,USD01,1
FAB)HIGH OVER,High Dot Over,High Dot Over,USD01,1
FAB)GREEN WAD,GREEN WAD,GREEN WAD,USU12,1
GREEN OFF,GREEN OFF ,Green Dot Off ,USD11,1
Green Dot Off,GREEN OFF ,Green Dot Off ,USD11,1
GATE OPEN,G-Open,G-Open,USL05,1
G-OPEN,G-Open,G-Open,USL05,1
FAB)G-OPEN,G-Open,G-Open,USL05,1
Horizontal Line,Horizontal Line,Horizontal Line,USO01,1
CG SHORT,G-DEFECT,G-Defect,USL07,1
G-Defect,G-DEFECT,G-Defect,USL07,1
GATE LINE HIGH,G-DEFECT,G-Defect,USL07,1
C/G SHORT,G-DEFECT,G-Defect,USL07,1
GFO,G-DEFECT,G-Defect,USL07,1
GATE DEFECT,G-DEFECT,G-Defect,USL07,1
GATE LINE HIGH(DARK),G-DEFECT,G-Defect,USL07,1
FAB)G-DEFECT,G-Defect,G-Defect,USL07,1
FAB)G/D SHORT,G/D Short,G/D Short,USL02,1
SHRINKAGE,FT)UB Shrinkage,FT)UB Shrinkage,USS27,1
UB Shrinkage_M,FT)UB Shrinkage,FT)UB Shrinkage,USS27,1
TFE Å»¸·_M,FT)TFE Ptt,FT)TFE Ptt,USS28,1
DFO,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
ELA THIN VER,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
VERTICAL LINE,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
DATA DEFECT,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
DATA DEFECT MACRO,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
DATA LINE HIGH,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
DATA LINE OFF,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
S-¼¼·Î¼±,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1
O-¼¼·Î¼±,FT)O-Vertical Line,FT)O-Vertical Line,USO17,1
NO DISPLAY,FT)No Display,FT)No Display,USF44,1
Non_Display_AFT_ELVSS,FT)No Display,FT)No Display,USF44,1
UNDEFINED,FT)No Display,FT)No Display,USF44,1
CELL_LOADING,FT)No Display,FT)No Display,USF44,1
FT)No Display,FT)No Display,FT)No Display,USF44,1
IMPURITY,FT)LamiÀÌ¹°,FT)Lami Alien,USW13,1
LamiÀÌ¹°,FT)Lami Alien,FT)Lami Alien,USW13,1
BLOCK DEFECT,FT)Abnormal Display,FT)Abnormal Display,USF43,1
BM BAD,FT)Abnormal Display,FT)Abnormal Display,USF43,1
GRAY DEFECT,FT)Abnormal Display,FT)Abnormal Display,USF43,1
GRAY OMIT,FT)Abnormal Display,FT)Abnormal Display,USF43,1
ABNORMAL DISPLAY,FT)Abnormal Display,FT)Abnormal Display,USF43,1
N/A,FT)Abnormal Display,FT)Abnormal Display,USF43,1
PTNDISPLAY,FT)Abnormal Display,FT)Abnormal Display,USF43,1
PTNDISPLAY2,FT)Abnormal Display,FT)Abnormal Display,USF43,1
PtnDisplayºÒ·®,FT)Abnormal Display,FT)Abnormal Display,USF43,1
È­¸éÀÌ»ó,FT)Abnormal Display,FT)Abnormal Display,USF43,1
FT ³«ÇÏ,FT ³«ÇÏ,FT ³«ÇÏ,USO10,1
FT MCR Mark ÝÕ,FT MCR Mark ÝÕ,FT MCR Mark ÝÕ,USO13,1
FPC ºñÄ§,FPC ºñÄ§,FPC ºñÄ§,USC07,1
FPC µé¶ä,FPC µé¶ä,FPC µé¶ä,USA17,1
FPC Tilt,FPC Tilt,FPC Tilt,USA01,1
FPCÂïÈû,FPC Spear,FPC Spear,USF24,1
FPC S/C,FPC S/C,FPC S/C,USF25,1
FPCÂõ¾îÁü,FPC RIP,FPC RIP,USF26,1
FPCºÎÇ°ÀÌ»ó,FPC Part,FPC Part,USF28,1
FPC¿Ü°ü±âÅ¸,FPC Others,FPC Others,USF29,1
FPC ¿øÀÚÀç,FPC Material,FPC Material,USF34,1
FPC±¸°ÜÁü,FPC Crumple,FPC Crumple,USF27,1
FORCE TOUCH FAIL ,FORCE TOUCH FAIL,FORCE TOUCH FAIL,UST137,1
FORCE TOUCH FAIL,FORCE TOUCH FAIL,FORCE TOUCH FAIL,UST137,1
FORCE SELF FAIL ,FORCE SELF FAIL,FORCE SELF FAIL,UST136,1
FORCE SELF FAIL,FORCE SELF FAIL,FORCE SELF FAIL,UST136,1
FORCE CM OVER ,FORCE CM OVER,FORCE CM OVER,UST130,1
FORCE CM OVER,FORCE CM OVER,FORCE CM OVER,UST130,1
FORCE CM OPEN ,FORCE CM OPEN,FORCE CM OPEN,UST129,1
FORCE CM OPEN,FORCE CM OPEN,FORCE CM OPEN,UST129,1
FORCE CM M-M ,FORCE CM M-M,FORCE CM M-M,UST133,1
FORCE CM M-M,FORCE CM M-M,FORCE CM M-M,UST133,1
FORCE CM JITTER ,FORCE CM JITTER,FORCE CM JITTER,UST135,1
FORCE CM JITTER,FORCE CM JITTER,FORCE CM JITTER,UST135,1
FORCE CM GAP ,FORCE CM GAP,FORCE CM GAP,UST132,1
FORCE CM GAP,FORCE CM GAP,FORCE CM GAP,UST132,1
FORCE CM BAND ,FORCE CM BAND,FORCE CM BAND,UST131,1
FORCE CM BAND,FORCE CM BAND,FORCE CM BAND,UST131,1
FORCE CM ALL ,FORCE CM ALL,FORCE CM ALL,UST134,1
FORCE CM ALL,FORCE CM ALL,FORCE CM ALL,UST134,1
FORCE CB OVER ,FORCE CB OVER,FORCE CB OVER,UST123,1
FORCE CB OVER,FORCE CB OVER,FORCE CB OVER,UST123,1
FORCE CB OPEN ,FORCE CB OPEN,FORCE CB OPEN,UST122,1
FORCE CB OPEN,FORCE CB OPEN,FORCE CB OPEN,UST122,1
FORCE CB M-M ,FORCE CB M-M,FORCE CB M-M,UST126,1
FORCE CB M-M,FORCE CB M-M,FORCE CB M-M,UST126,1
FORCE CB JITTER ,FORCE CB JITTER,FORCE CB JITTER,UST128,1
FORCE CB JITTER,FORCE CB JITTER,FORCE CB JITTER,UST128,1
FORCE CB GAP ,FORCE CB GAP,FORCE CB GAP,UST125,1
FORCE CB GAP,FORCE CB GAP,FORCE CB GAP,UST125,1
FORCE CB BAND ,FORCE CB BAND,FORCE CB BAND,UST124,1
FORCE CB BAND,FORCE CB BAND,FORCE CB BAND,UST124,1
FORCE CB ALL ,FORCE CB ALL,FORCE CB ALL,UST127,1
FORCE CB ALL,FORCE CB ALL,FORCE CB ALL,UST127,1
FOF Bonding ºÒ·®,FOF Bonding ºÒ·®,FOF Bonding ºÒ·®,USF41,1
FOF ACF ºÎÂø ºÒ·®,FOF ACF ºÎÂø ºÒ·®,FOF ACF ºÎÂø ºÒ·®,USF38,1
Flicker,FLICKER,Flicker,USF13,1
È­¸é¶³¸²,Flicker,Flicker,USO08,1
FM,Fine Matal Mask,Fine Matal Mask,USU04,1
Fine Matal Mask,Fine Matal Mask,Fine Matal Mask,USU04,1
MTP_MID_Br11_MTP_Err,MTP LM,MTP LM,USF03,1
E-¼¼·Î¼±,E-Vertical Line,E-Vertical Line,USO02,1
ELA LINE VERTICAL,ELA Stain,ELA Stain,USU07,1
ELA LINE HORIZONTAL,ELA Stain,ELA Stain,USU07,1
ELA THIN HOR,ELA Stain,ELA Stain,USU07,1
ELA DIAGONAL,ELA Stain,ELA Stain,USU07,1
ELA BAND VERTICAL,ELA Stain,ELA Stain,USU07,1
ELA BAND HORIZONTAL,ELA Stain,ELA Stain,USU07,1
ELA BAND VER,ELA Stain,ELA Stain,USU07,1
ELA BAND HOR,ELA Stain,ELA Stain,USU07,1
ELA Stain,ELA Stain,ELA Stain,USU07,1
PIXEL ETC,Dot Others,Dot Others,USD16,1
DOT±âÅ¸,Dot Others,Dot Others,USD16,1
Dot Others,Dot Others,Dot Others,USD16,1
D OPEN,D-Open,D-Open,USL04,1
DATA OPEN,D-Open,D-Open,USL04,1
D-Open,D-Open,D-Open,USL04,1
FAB)D-OPEN,D-Open,D-Open,USL04,1
Dome key ºÒ·®,Dome key fail,Dome key fail,USF23,1
DGT DRAW FAIL,DGT DRAW FAIL,DGT DRAW FAIL,UST81,1
DGT DRAW FAIL ,DGT DRAW FAIL,DGT DRAW FAIL,UST81,1
DGT COM VER ,DGT COM VERSION NG,DGT COM VERSION NG,UST118,1
DGT COM VER,DGT COM VERSION NG,DGT COM VERSION NG,UST118,1
DGT COM I2C ,DGT COM I2C FAIL,DGT COM I2C FAIL,UST117,1
DGT COM I2C,DGT COM I2C FAIL,DGT COM I2C FAIL,UST117,1
C/D SHORT,D-DEFECT,D-Defect,USL06,1
D-DEFECT,D-DEFECT,D-Defect,USL06,1
CD SHORT,D-DEFECT,D-Defect,USL06,1
FAB)D-DEFECT,D-Defect,D-Defect,USL06,1
FAB)DBD,DBD,Data Block,USL08,1
DBD,Data Block,Data Block,USL08,1
DATA BLOCK MACRO,Data Block,Data Block,USL08,1
(FAB)CUTTINGºÒ·®,Cutting fail(FAB),Cutting fail(FAB),USS07,1
C-Spacer Tilt,C-Spacer Tilt,C-Spacer Tilt,USA03,1
CROSSTALK,CROSSTALK,Crosstalk,USF12,1
C-resinµµÆ÷ÝÕ,C-resinµµÆ÷ÝÕ,C-resinµµÆ÷ÝÕ,USF21,1
C-PANEL º¯»ö,C-PANEL º¯»ö,C-PANEL º¯»ö,USA19,1
C-PANEL ±¸°ÜÁü,C-PANEL ±¸°ÜÁü,C-PANEL ±¸°ÜÁü,USA18,1
C-Panel Tilt,C-Panel Tilt,C-Panel Tilt,USA04,1
C-Panelµé¶ä,C-Panel Come Off,C-Panel Come Off,USA06,1
C-Panel±âÆ÷,C-Panel Bubble,C-Panel Bubble,USA07,1
C-PanelÀÌ¹°,C-Panel Alien,C-Panel Alien,USA12,1
Color Difference,Color Difference,Color Difference,USU32,1
COFÂïÈû,COF Spear,COF Spear,USC01,1
COF S/C,COF S/C,COF S/C,USC02,1
COFÂõ¾îÁü,COF RIP,COF RIP,USC03,1
COF¿Ü°ü±âÅ¸,COF Others,COF Others,USA09,1
COF ¿øÀÚÀç,COF Material,COF Material,USF33,1
COF IC±úÁü,COF IC Broken,COF IC Broken,USC05,1
COF±¸°ÜÁü,COF Crumple,COF Crumple,USC04,1
COF µé¶ä,COF Come Off,COF Come Off,USA08,1
(FAB)»óºÎ±âÆ÷,Circular Stain(FAB),Circular Stain(FAB),USS11,1
¿øÇü¾ó·è,Circular Stain,Circular Stain,USS09,1
C-FPC µé¶ä,C-FPC µé¶ä,C-FPC µé¶ä,USA15,1
CELL º¸È£ Film ¹Ì¹Ú¸®,CELL º¸È£ Film ¹Ì¹Ú¸®,CELL º¸È£ Film ¹Ì¹Ú¸®,USP17,1
¼ö·®ºÎÁ·,Cell Shortage,Cell Shortage,USA24,1
Cellº¯Çü,Cell Modify,Cell Modify,USA10,1
Á¦Ç°È¥ÀÔ,Cell Mixing,Cell Mixing,USE01,1
C-COF Tilt,C-COF Tilt,C-COF Tilt,USA02,1
C-COF µé¶ä,C-COF Come Off,C-COF Come Off,USA14,1
Ä«¸Þ¶ó ±¸µ¿ºÒ·®,Camera No Display,Camera No Display,USF18,1
FAB)C/G SHORT,C/G Short,C/G Short,USL03,1
FAB)C/D SHORT,C/D Short,C/D Short,USL01,1
BURNING ºÒ·®,BURNING ºÒ·®,BURNING ºÒ·®,USS24,1
SPOT DARK,B-Spot,Low Gradation Spot,USU25,1
Dark Spot,B-Spot,Low Gradation Spot,USU25,1
