RAW NG Title,Print Label Title,MES Title,MES Code,TRAY,Group,AB Rule,;; Update : 2018.01.22 (Tray 0=R/J 1=Bin2)(AB Rule 0=R/J 1=AB)
TSP CMR M/M ,TSP CMR M/M ,TSP CM M-M,UST93,1,,1
TSP CS M/M ,TSP CS M/M ,TSP CM M-M,UST93,1,,1
TSP CSR M/M ,TSP CSR M/M ,TSP CM M-M,UST93,1,,1
TSP CB M-M,TSP CB M-M,TSP CB M-M,UST102,1,,1
TSP CB M-M ,TSP CB M-M ,TSP CB M-M,UST102,1,,1
TSP CB Jitter,TSP CB Jitter,TSP CB JITTER,UST106,1,,1
STM MUTUAL JITTER Fail!,STM MUTUAL JITTER Fail!,TSP CB JITTER,UST106,1,,1
TSP CB JITTER ,TSP CB JITTER ,TSP CB JITTER,UST106,1,,1
TSP CB CORNER ,TSP CB CORNER ,TSP CB CORNER,UST104,1,,1
TSP CB CORNER,TSP CB CORNER,TSP CB CORNER,UST104,1,,1
TSP CB BAND ,TSP CB BAND ,TSP CB BAND,UST100,1,,1
TSP CB BAND,TSP CB BAND,TSP CB BAND,UST100,1,,1
TSP CB ALL ,TSP CB ALL ,TSP CB ALL,UST103,1,,1
TSP CB ALL,TSP CB ALL,TSP CB ALL,UST103,1,,1
TSP Band,TSP Band,TSP CM BAND,UST91,1,,1
TSP REF BAND,TSP REF BAND,TSP CM BAND,UST91,1,,1
TSP_REF_BAND_ERROR,TSP_REF_BAND_ERROR,TSP CM BAND,UST91,1,,1
BAND ERROR,BAND ERROR,TSP CM BAND,UST91,1,,1
TSP RAW BAND,TSP RAW BAND,TSP CM BAND,UST91,1,,1
TSP CX2 BAND,TSP CX2 BAND,TSP CM BAND,UST91,1,,1
TSP CM BAND ,TSP CM BAND ,TSP CM BAND,UST91,1,,1
TSP JIT BAND ,TSP JIT BAND ,TSP CM JITTER,UST97,1,,1
TSP NOH BAND ,TSP NOH BAND ,TSP CM BAND,UST91,1,,1
TSP NOL BAND ,TSP NOL BAND ,TSP CM BAND,UST91,1,,1
TSP SEN BAND ,TSP SEN BAND ,TSP CM BAND,UST91,1,,1
TSP CMS BAND ,TSP CMS BAND ,TSP CM BAND,UST91,1,,1
TSP CMR BAND ,TSP CMR BAND ,TSP CM BAND,UST91,1,,1
TSP CS BAND ,TSP CS BAND ,TSP CM BAND,UST91,1,,1
TSP CSR BAND ,TSP CSR BAND ,TSP CM BAND,UST91,1,,1
SPIN,SPIN,Spin Stain,USU08,1,,1
Spin Stain,Spin Stain,Spin Stain,USU08,1,,1
Sleep i_bat OVER,Sleep i_bat OVER,Sleep Mode Current,USF17,1,,1
SLEEP_CURRENT_NG,SLEEP_CURRENT_NG,Sleep Mode Current,USF17,1,,1
Sleep i_bat Current,Sleep i_bat Current,Sleep Mode Current,USF17,1,,1
Sleep Mode Current,Sleep Mode Current,Sleep Mode Current,USF17,1,,1
Sleep i_ddi OVER,Sleep i_ddi OVER,Sleep Mode Current,USF17,1,,1
Sleep i_vci OVER,Sleep i_vci OVER,Sleep Mode Current,USF17,1,,1
SIDE FAIL ,SIDE FAIL ,SIDE FAIL,UST121,1,,1
SIDE FAIL,SIDE FAIL,SIDE FAIL,UST121,1,,1
REDDISH,REDDISH,REDWISH,USU29,1,,1
FAB)RED WAD,FAB)RED WAD,RED WAD,USU10,1,,1
RED DOT OFF,RED DOT OFF,Red Dot Off,USD10,1,,1
RED OFF,RED OFF,Red Dot Off,USD10,1,,1
POL Spear,POL Spear,POL Spear,USP04,1,,1
POL Sinking,POL Sinking,POL Sinking,USP10,1,,1
POL SCRATCH,POL SCRATCH,POL Scratch,USP03,1,,1
POL S/C,POL S/C,POL Scratch,USP03,1,,1
POL-MISALIGN,POL-MISALIGN,POL Misalign,USP06,1,,1
POL Edge Cover,POL Edge Cover,POL Edge Cover,USP07,1,,1
POL Come Off,POL Come Off,POL Come Off,USP05,1,,1
POL Bubble,POL Bubble,POL Bubble,USP11,1,,1
POL Bubble_F,POL Bubble_F,POL Bubble,USP11,1,,1
POL90,POL90,POL Alien,USP01,1,,1
IMPURITY(NO E(RJ)),IMPURITY(NO E(RJ)),POL Alien,USP01,1,,1
IMPURITY HIGH,IMPURITY HIGH,POL Alien,USP01,1,,1
POL Imul,POL Imul,POL Alien,USP01,1,,1
POL DEFECT,POL DEFECT,POL Alien,USP01,1,,1
POL Alien,POL Alien,POL Alien,USP01,1,,1
Detachment,Detachment,Panel Seperation,USS01,1,,1
Panel Seperation,Panel Seperation,Panel Seperation,USS01,1,,1
OM,OM,Open Mask,USU03,1,,1
Open Mask,Open Mask,Open Mask,USU03,1,,1
DIAGONAL,DIAGONAL,OL Stain,USU17,1,,1
HE DIAGONAL LINE,HE DIAGONAL LINE,OL Stain,USU17,1,,1
Oblique Line Spot,Oblique Line Spot,OL Stain,USU17,1,,1
ABSOLUTE OFF,ABSOLUTE OFF,Off Dot Over,USD07,1,,1
OFF DOT MULTITUDE,OFF DOT MULTITUDE,Off Dot Over,USD07,1,,1
OFF DOT,OFF DOT,Off Dot Over,USD07,1,,1
OFF ETC,OFF ETC,Off Dot Over,USD07,1,,1
ETC DARK,ETC DARK,Off Dot Over,USD07,1,,1
OFF OVER 2,OFF OVER 2,Off Dot Over,USD07,1,,1
OFF MULTITUDE,OFF MULTITUDE,Off Dot Over,USD07,1,,1
MULTITUDE,MULTITUDE,Off Dot Over,USD07,1,,1
OFF OVER,OFF OVER,Off Dot Over,USD07,1,,1
OFF DOT OVER,OFF DOT OVER,Off Dot Over,USD07,1,,1
FAB)OFF OVER,FAB)OFF OVER,Off Dot Over,USD07,1,,1
OFF NEAR DOT,OFF NEAR DOT,Off Dot Neraing,USD09,1,,1
OFF DOT NERAING,OFF DOT NERAING,Off Dot Neraing,USD09,1,,1
OFF CONTIGUITY,OFF CONTIGUITY,Off Dot Contigaity,USD08,1,,1
Off Dot Contigaity,Off Dot Contigaity,Off Dot Contigaity,USD08,1,,1
OCA Tilt,OCA Tilt,OCA Tilt,USW20,1,,1
Noise,Noise,Noise,USO07,1,,1
MTP Time Over,MTP Time Over,MTP Time Over,USF08,1,,1
MTP FAIL,MTP FAIL,MTP Time Over,USF08,1,,1
Shift Target_V48_ERROR,Shift Target_V48_ERROR,MTP Time Over,USF08,1,,1
EEPROM Write ERROR,EEPROM Write ERROR,Vision Error,USU34,1,,1
MTP Fail(FAB),MTP Fail(FAB),MTP Time Over,USF08,1,,1
MTP OPTION SKIP,MTP OPTION SKIP,MTP Time Over,USF08,1,,1
DIM OFFS OVER,DIM OFFS OVER,MTP Time Over,USF08,1,,1
Each Cell Driving Voltage Cal. Error,Each Cell Driving Voltage Cal. Error,MTP Time Over,USF08,1,,1
Tcolor Spec Over,Tcolor Spec Over,MTP T Color,USF10,1,,1
MPCD,MPCD,MTP MPCD,USF11,1,,1
MTP MPCD,MTP MPCD,MTP MPCD,USF11,1,,1
1 Step COORD. Lowgray ERROR,1 Step COORD. Lowgray ERROR,MTP LOW Gray LM,USF09,1,,1
MTP_MID_Br,MTP_MID_Br,MTP LM,USF03,1,,1
MTP_MID_Br15_MTP_Err,MTP_MID_Br15_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br23_MTP_Err,MTP_MID_Br23_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br35_MTP_Err,MTP_MID_Br35_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br51_MTP_Err,MTP_MID_Br51_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br87_MTP_Err,MTP_MID_Br87_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br151_MTP_Err,MTP_MID_Br151_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br203_MTP_Err,MTP_MID_Br203_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br255_MTP_Err,MTP_MID_Br255_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br03_MTP_Err,MTP_MID_Br03_MTP_Err,MTP LM,USF03,1,,1
MTP_MID_Br7_MTP_Err,MTP_MID_Br7_MTP_Err,MTP LM,USF03,1,,1
HBM Spec Over,HBM Spec Over,MTP LM,USF03,1,,1
White Balance,White Balance,MTP LM,USF03,1,,1
HBM L Spec Over,HBM L Spec Over,MTP LM,USF03,1,,1
L Spec Over,L Spec Over,MTP LM,USF03,1,,1
White Brightness,White Brightness,MTP LM,USF03,1,,1
L     Spec Over,L     Spec Over,MTP LM,USF03,1,,1
BEF_LUMI_SPEC_OVER,BEF_LUMI_SPEC_OVER,MTP LM,USF03,1,,1
BEF_LUMI_SPEC_UNDER,BEF_LUMI_SPEC_UNDER,MTP LM,USF03,1,,1
NDIM 1 Step Spec Over,NDIM 1 Step Spec Over,MTP LM,USF03,1,,1
NDIM 1 step Spec Over,NDIM 1 step Spec Over,MTP LM,USF03,1,,1
MTP DIFF,MTP DIFF,MTP ID NG,USF07,1,,1
ID_CHECK_NG,ID_CHECK_NG,MTP ID NG,USF07,1,,1
MTP_ID NG,MTP_ID NG,MTP ID NG,USF07,1,,1
MTP_255G_IBAT_ERROR,MTP_255G_IBAT_ERROR,MTP Current,USF05,1,,1
MTP_255G_IBAT_ERROR.,MTP_255G_IBAT_ERROR.,MTP Current,USF05,1,,1
SAID 1 step Spec Over,SAID 1 step Spec Over,MTP CORD,USF06,1,,1
SAID 2 step Spec Over,SAID 2 step Spec Over,MTP CORD,USF06,1,,1
SAID 3 step Spec Over,SAID 3 step Spec Over,MTP CORD,USO50,1,,1
SAID 1Step Spec Over,SAID 1Step Spec Over,MTP CORD,USF06,1,,1
SAID 2Step Spec Over,SAID 2Step Spec Over,MTP CORD,USF06,1,,1
SAID 3Step Spec Over,SAID 3Step Spec Over,MTP CORD,USO50,1,,1
White Color Coordinates,White Color Coordinates,MTP CORD,USF06,1,,1
HBM_255_48_ERROR,HBM_255_48_ERROR,MTP CORD,USF06,1,,1
COORD.V48 Error,COORD.V48 Error,MTP CORD,USF06,1,,1
3 Step COORD. lowgray ERROR,3 Step COORD. lowgray ERROR,MTP LOW Gray LM,USO50,1,,1
UB Shrinkage,UB Shrinkage,MT)UB Shrinkage,USS23,1,,1
Pad Shrinkage,Pad Shrinkage,MT)Pad Shrinkage,USS30,1,,1
TE_CHECK NG,TE_CHECK NG,MT)No Display,USF02,1,,1
MASK,MASK,Mask Stain Other,USU06,1,,1
MASK STAIN OTHER,MASK STAIN OTHER,Mask Stain Other,USU06,1,,1
Mask Alien,Mask Alien,Mask Alien,USU05,1,,1
M-CNT PIN,M-CNT PIN,MAIN Connector Pin Fail,USF31,1,,1
M-CNT MOLD,M-CNT MOLD,MAIN CNT MOLD Fail,USF32,1,,1
FAB)B-Spot,FAB)B-Spot,Low Gradation Spot,USU25,1,,1
LOW OVER,LOW OVER,Low Dot Off,USD13,1,,1
Low Dot Off,Low Dot Off,Low Dot Off,USD13,1,,1
LINE MULTITUDE,LINE MULTITUDE,Line Others,USL09,1,,1
MOSAIC,MOSAIC,Line Others,USL09,1,,1
Line Others,Line Others,Line Others,USL09,1,,1
Mask_Rib,Mask_Rib,Line Others,USL09,1,,1
Lami A/M,Lami A/M,Lami A/M ,USW14,1,,1
GBD,GBD,IC Block Defect,USO06,1,,1
GATE BLOCK MACRO,GATE BLOCK MACRO,IC Block Defect,USO06,1,,1
IC Block Defect,IC Block Defect,IC Block Defect,USO06,1,,1
IC BLOCK,IC BLOCK,IC Block Defect,USO06,1,,1
i_vci OVER,i_vci OVER,i_vci Current,USF14,1,,1
i_ddi Current,i_ddi Current,i_ddi Current,USF16,1,,1
i_ddi OVER,i_ddi OVER,i_ddi Current,USF16,1,,1
WHITE CURRENT NG,WHITE CURRENT NG,i_bat Current,USF15,1,,1
i_bat Current,i_bat Current,i_bat Current,USF15,1,,1
SYSTEM ERROR,SYSTEM ERROR,i_bat Current,USF15,1,,1
SYSTEM_ERROR,SYSTEM_ERROR,i_bat Current,USF15,1,,1
WHITE_CURRENT_NG,WHITE_CURRENT_NG,i_bat Current,USF15,1,,1
White Current,White Current,i_bat Current,USF15,1,,1
i_bat OVER,i_bat OVER,i_bat Current,USF15,1,,1
GATE DEFECT MACRO,GATE DEFECT MACRO,Horizontal Line,USO01,1,,1
Gate Defect Macro2,Gate Defect Macro2,Horizontal Line,USO01,1,,1
HORIZONTAL STAIN,HORIZONTAL STAIN,HL Stain,USU15,1,,1
FINE LINE,FINE LINE,HL Stain,USU15,1,,1
HORIZONTAL ETC,HORIZONTAL ETC,HL Stain,USU15,1,,1
HE HORIZONTAL LINE,HE HORIZONTAL LINE,HL Stain,USU15,1,,1
Horizontal Line Spot,Horizontal Line Spot,HL Stain,USU15,1,,1
H-O CONTIGUITY,H-O CONTIGUITY,High Off Contigaity,USD06,1,,1
High Off Contigaity,High Off Contigaity,High Off Contigaity,USD06,1,,1
ABSOLUTE HIGH,ABSOLUTE HIGH,High Dot Over,USD01,1,,1
HIGH CONTIGUITY,HIGH CONTIGUITY,High Dot Over,USD01,1,,1
HIGH DOT MULTITUDE,HIGH DOT MULTITUDE,High Dot Over,USD01,1,,1
HIGH DOT,HIGH DOT,High Dot Over,USD01,1,,1
LOW HIGH,LOW HIGH,High Dot Over,USD01,1,,1
HIGH ETC,HIGH ETC,High Dot Over,USD01,1,,1
ETC HIGH,ETC HIGH,High Dot Over,USD01,1,,1
HIGH MULTITUDE,HIGH MULTITUDE,High Dot Over,USD01,1,,1
HIGH OVER 2,HIGH OVER 2,High Dot Over,USD01,1,,1
High Dot Over,High Dot Over,High Dot Over,USD01,1,,1
HIGH OVER,HIGH OVER,High Dot Over,USD01,1,,1
FAB)HIGH OVER,FAB)HIGH OVER,High Dot Over,USD01,1,,1
FAB)GREEN WAD,FAB)GREEN WAD,GREEN WAD,USU12,1,,1
GREEN OFF,GREEN OFF,Green Dot Off ,USD11,1,,1
Green Dot Off,Green Dot Off,Green Dot Off ,USD11,1,,1
GATE OPEN,GATE OPEN,G-Open,USL05,1,,1
G-OPEN,G-OPEN,G-Open,USL05,1,,1
FAB)G-OPEN,FAB)G-OPEN,G-Open,USL05,1,,1
Horizontal Line,Horizontal Line,Horizontal Line,USO01,1,,1
CG SHORT,CG SHORT,G-Defect,USL07,1,,1
G-Defect,G-Defect,G-Defect,USL07,1,,1
GATE LINE HIGH,GATE LINE HIGH,G-Defect,USL07,1,,1
C/G SHORT,C/G SHORT,G-Defect,USL07,1,,1
GFO,GFO,G-Defect,USL07,1,,1
GATE DEFECT,GATE DEFECT,G-Defect,USL07,1,,1
GATE LINE HIGH(DARK),GATE LINE HIGH(DARK),G-Defect,USL07,1,,1
FAB)G-DEFECT,FAB)G-DEFECT,G-Defect,USL07,1,,1
FAB)G/D SHORT,FAB)G/D SHORT,G/D Short,USL02,1,,1
SHRINKAGE,SHRINKAGE,FT)UB Shrinkage,USS27,1,,1
UB Shrinkage_M,UB Shrinkage_M,FT)UB Shrinkage,USS27,1,,1
DFO,DFO,FT)S-Vertical Line,USO16,1,,1
ELA THIN VER,ELA THIN VER,FT)S-Vertical Line,USO16,1,,1
VERTICAL LINE,VERTICAL LINE,FT)S-Vertical Line,USO16,1,,1
DATA DEFECT,DATA DEFECT,FT)S-Vertical Line,USO16,1,,1
DATA DEFECT MACRO,DATA DEFECT MACRO,FT)S-Vertical Line,USO16,1,,1
DATA LINE HIGH,DATA LINE HIGH,FT)S-Vertical Line,USO16,1,,1
DATA LINE OFF,DATA LINE OFF,FT)S-Vertical Line,USO16,1,,1
NO DISPLAY,NO DISPLAY,FT)No Display,USF44,1,,1
Non_Display_AFT_ELVSS,Non_Display_AFT_ELVSS,FT)No Display,USF44,1,,1
UNDEFINED,UNDEFINED,UNDEFINED,USO56,1,,1
CELL_LOADING,CELL_LOADING,FT)No Display,USF44,1,,1
FT)No Display,FT)No Display,FT)No Display,USF44,1,,1
IMPURITY,FT)Lami Alien,FT)Lami Alien,USW13,1,,1
Abnormal Color,Abnormal Color,FT)Abnormal Display,USF43,1,,1
BLOCK DEFECT,BLOCK DEFECT,FT)Abnormal Display,USF43,1,,1
BM BAD,BM BAD,FT)Abnormal Display,USF43,1,,1
GRAY DEFECT,GRAY DEFECT,FT)Abnormal Display,USF43,1,,1
GRAY OMIT,GRAY OMIT,FT)Abnormal Display,USF43,1,,1
ABNORMAL DISPLAY,ABNORMAL DISPLAY,FT)Abnormal Display,USF43,1,,1
N/A,N/A,FT)Abnormal Display,USF43,1,,1
PTNDISPLAY,PTNDISPLAY,FT)Abnormal Display,USF43,1,,1
PTNDISPLAY2,PTNDISPLAY2,FT)Abnormal Display,USF43,1,,1
FPC Tilt,FPC Tilt,FPC Tilt,USA01,1,,1
FPC S/C,FPC S/C,FPC S/C,USF25,1,,1
FORCE TOUCH FAIL ,FORCE TOUCH FAIL ,FORCE TOUCH FAIL,UST137,1,,1
FORCE TOUCH FAIL,FORCE TOUCH FAIL,FORCE TOUCH FAIL,UST137,1,,1
FORCE SELF FAIL ,FORCE SELF FAIL ,FORCE SELF FAIL,UST136,1,,1
FORCE SELF FAIL,FORCE SELF FAIL,FORCE SELF FAIL,UST136,1,,1
FORCE CM OVER ,FORCE CM OVER ,FORCE CM OVER,UST130,1,,1
FORCE CM OVER,FORCE CM OVER,FORCE CM OVER,UST130,1,,1
FORCE CM OPEN ,FORCE CM OPEN ,FORCE CM OPEN,UST129,1,,1
FORCE CM OPEN,FORCE CM OPEN,FORCE CM OPEN,UST129,1,,1
FORCE CM M-M ,FORCE CM M-M ,FORCE CM M-M,UST133,1,,1
FORCE CM M-M,FORCE CM M-M,FORCE CM M-M,UST133,1,,1
FORCE CM JITTER ,FORCE CM JITTER ,FORCE CM JITTER,UST135,1,,1
FORCE CM JITTER,FORCE CM JITTER,FORCE CM JITTER,UST135,1,,1
FORCE CM GAP ,FORCE CM GAP ,FORCE CM GAP,UST132,1,,1
FORCE CM GAP,FORCE CM GAP,FORCE CM GAP,UST132,1,,1
FORCE CM BAND ,FORCE CM BAND ,FORCE CM BAND,UST131,1,,1
FORCE CM BAND,FORCE CM BAND,FORCE CM BAND,UST131,1,,1
FORCE CM ALL ,FORCE CM ALL ,FORCE CM ALL,UST134,1,,1
FORCE CM ALL,FORCE CM ALL,FORCE CM ALL,UST134,1,,1
FORCE CB OVER ,FORCE CB OVER ,FORCE CB OVER,UST123,1,,1
FORCE CB OVER,FORCE CB OVER,FORCE CB OVER,UST123,1,,1
FORCE CB OPEN ,FORCE CB OPEN ,FORCE CB OPEN,UST122,1,,1
FORCE CB OPEN,FORCE CB OPEN,FORCE CB OPEN,UST122,1,,1
FORCE CB M-M ,FORCE CB M-M ,FORCE CB M-M,UST126,1,,1
FORCE CB M-M,FORCE CB M-M,FORCE CB M-M,UST126,1,,1
FORCE CB JITTER ,FORCE CB JITTER ,FORCE CB JITTER,UST128,1,,1
FORCE CB JITTER,FORCE CB JITTER,FORCE CB JITTER,UST128,1,,1
FORCE CB GAP ,FORCE CB GAP ,FORCE CB GAP,UST125,1,,1
FORCE CB GAP,FORCE CB GAP,FORCE CB GAP,UST125,1,,1
FORCE CB BAND ,FORCE CB BAND ,FORCE CB BAND,UST124,1,,1
FORCE CB BAND,FORCE CB BAND,FORCE CB BAND,UST124,1,,1
FORCE CB ALL ,FORCE CB ALL ,FORCE CB ALL,UST127,1,,1
FORCE CB ALL,FORCE CB ALL,FORCE CB ALL,UST127,1,,1
Flicker,Flicker,Flicker,USF13,1,,1
FM,FM,Fine Matal Mask,USU04,1,,1
Fine Matal Mask,Fine Matal Mask,Fine Matal Mask,USU04,1,,1
MTP_MID_Br11_MTP_Err,MTP_MID_Br11_MTP_Err,MTP LM,USF03,1,,1
ELA LINE VERTICAL,ELA LINE VERTICAL,ELA Stain,USU07,1,,1
ELA LINE HORIZONTAL,ELA LINE HORIZONTAL,ELA Stain,USU07,1,,1
ELA THIN HOR,ELA THIN HOR,ELA Stain,USU07,1,,1
ELA DIAGONAL,ELA DIAGONAL,ELA Stain,USU07,1,,1
ELA BAND VERTICAL,ELA BAND VERTICAL,ELA Stain,USU07,1,,1
ELA BAND HORIZONTAL,ELA BAND HORIZONTAL,ELA Stain,USU07,1,,1
ELA BAND VER,ELA BAND VER,ELA Stain,USU07,1,,1
ELA BAND HOR,ELA BAND HOR,ELA Stain,USU07,1,,1
ELA Stain,ELA Stain,ELA Stain,USU07,1,,1
PIXEL ETC,PIXEL ETC,Dot Others,USD16,1,,1
Dot Others,Dot Others,Dot Others,USD16,1,,1
D OPEN,D OPEN,D-Open,USL04,1,,1
DATA OPEN,DATA OPEN,D-Open,USL04,1,,1
D-Open,D-Open,D-Open,USL04,1,,1
FAB)D-OPEN,FAB)D-OPEN,D-Open,USL04,1,,1
DGT DRAW FAIL,DGT DRAW FAIL,DGT DRAW FAIL,UST81,1,,1
DGT DRAW FAIL ,DGT DRAW FAIL ,DGT DRAW FAIL,UST81,1,,1
DGT COM VER ,DGT COM VER ,DGT COM VERSION NG,UST118,1,,1
DGT COM VER,DGT COM VER,DGT COM VERSION NG,UST118,1,,1
DGT COM I2C ,DGT COM I2C ,DGT COM I2C FAIL,UST117,1,,1
DGT COM I2C,DGT COM I2C,DGT COM I2C FAIL,UST117,1,,1
C/D SHORT,C/D SHORT,D-Defect,USL06,1,,1
D-DEFECT,D-DEFECT,D-Defect,USL06,1,,1
CD SHORT,CD SHORT,D-Defect,USL06,1,,1
FAB)D-DEFECT,FAB)D-DEFECT,D-Defect,USL06,1,,1
FAB)DBD,FAB)DBD,Data Block,USL08,1,,1
DBD,DBD,Data Block,USL08,1,,1
DATA BLOCK MACRO,DATA BLOCK MACRO,Data Block,USL08,1,,1
C-Spacer Tilt,C-Spacer Tilt,C-Spacer Tilt,USA03,1,,1
CROSSTALK,CROSSTALK,Crosstalk,USF12,1,,1
C-Panel Tilt,C-Panel Tilt,C-Panel Tilt,USA04,1,,1
Color Difference,Color Difference,Color Difference,USU32,1,,1
COF S/C,COF S/C,COF S/C,USC02,1,,1
C-COF Tilt,C-COF Tilt,C-COF Tilt,USA02,1,,1
FAB)C/G SHORT,FAB)C/G SHORT,C/G Short,USL03,1,,1
FAB)C/D SHORT,FAB)C/D SHORT,C/D Short,USL01,1,,1
SPOT DARK,SPOT DARK,Low Gradation Spot,USU25,1,,1
Dark Spot,Dark Spot,Low Gradation Spot,USU25,1,,1
BLACK SPOT,BLACK SPOT,Low Gradation Spot,USU25,1,,1
FAB)BLUE WAD,FAB)BLUE WAD,BLUE WAD,USU11,1,,1
BLUE OFF,BLUE OFF,Blue Dot Off,USD12,1,,1
FAB)G-TRIMMING,FAB)G-TRIMMING,ALPM Defect,USL11,1,,1
POC_,POC_,Abnormal Color,USU09,1,,1
POCW_VT03,POCW_VT03,Abnormal Color,USU09,1,,1
POCG_VT06,POCG_VT06,VL Stain,USU16,1,,1
POCG_VT07,POCG_VT07,HL Stain,USU15,1,,1
white Current Time Out,white Current Time Out,CURRENT TIME OUT,USF67,1,,1
NO ACK,NO ACK,CURRENT TIME OUT,USF67,1,,1
CONTACT_CHECK_NG,CONTACT_CHECK_NG,FT)No Display,USF44,1,,1
TIMEOUT_PRE_MTP_CHECK,TIMEOUT_PRE_MTP_CHECK,MTP Time Over,USF08,1,,1
PRE_MTP_CHECK,PRE_MTP_CHECK,MTP Time Over,USF08,1,,1
TIMEOUT_ID_CHECK,TIMEOUT_ID_CHECK,MTP ID NG,USF07,1,,1
ID_CHECK,ID_CHECK,MTP ID NG,USF07,1,,1
TIMEOUT_OTP_REG_CHECK,TIMEOUT_OTP_REG_CHECK,MTP ID NG,USF07,1,,1
OTP_REG_CHECK,OTP_REG_CHECK,MTP ID NG,USF07,1,,1
TIMEOUT_MTP_OPTIC_CHECK,TIMEOUT_MTP_OPTIC_CHECK,MTP Time Over,USF08,1,,1
TIMEOUT_SLEEP_CURRENT_CHECK,TIMEOUT_SLEEP_CURRENT_CHECK,CURRENT TIME OUT,USF67,1,,1
SLEEP_CURRENT_CHECK,SLEEP_CURRENT_CHECK,Sleep Mode Current,USF17,1,,1
TIMEOUT_WHITE_CURRENT_CHECK,TIMEOUT_WHITE_CURRENT_CHECK,CURRENT TIME OUT,USF67,1,,1
WHITE_CURRENT_CHECK,WHITE_CURRENT_CHECK,i_bat Current,USF15,1,,1
TIMEOUT_POC_PROC_CHECK,TIMEOUT_POC_PROC_CHECK,Vision Error,USU34,1,,1
TIMEOUT_INSP_PROC_CHECK,TIMEOUT_INSP_PROC_CHECK,Vision Error,USU34,1,,1
TIMEOUT_VEC_LOAD_CHECK,TIMEOUT_VEC_LOAD_CHECK,Vision Error,USU34,1,,1
TIMEOUT_COMPENSATION_CHECK,TIMEOUT_COMPENSATION_CHECK,Vision Error,USU34,1,,1
CHANNEL_DOWN,CHANNEL_DOWN,READ TIME OUT,USF68,1,,1
ALL ERROR,ALL ERROR,TSP CM ALL,UST94,1,,1
Tol MAX Over,Tol MAX Over,FORCE TOUCH FAIL,UST137,1,,1
REF ALL ERROR,REF ALL ERROR,TSP CM ALL,UST94,1,,1
REF ALL ERROR!,REF ALL ERROR!,TSP CM ALL,UST94,1,,1
ALPM Spec Over,ALPM Spec Over,MTP LM,USF03,1,,1
ALPM2 Spec Over,ALPM2 Spec Over,MTP LM,USF03,1,,1
Ca210 comm Errrror,Ca210 comm Errrror,MTP Time Over,USF08,1,,1
Ca210 comm Error,Ca210 comm Error,MTP Time Over,USF08,1,,1
GAP A,GAP A,TSP CM BAND,UST91,1,,1
GAP S,GAP S,TSP CM BAND,UST91,1,,1
GAP,GAP,TSP CM BAND,UST91,1,,1
TSP_OPEN SLOPE FAIL ,TSP_OPEN SLOPE FAIL ,TSP COM CMD NG,UST115,1,,1
SKIP,SKIP,READ TIME OUT,USF68,1,,1
(NO_POC)Panel Stain Others,(NO_POC)Panel Stain Others,Panel Stain Others,USU19,1,,1
FT)Next Step Dent,FT)Next Step Dent,후공정 찍힘,USS36,1,,1
MTP/OTP WRITE ERROR,MTP/OTP WRITE ERROR,MTP Time Over,USF08,1,,1
LXY_SPEC_CHK_NG,LXY_SPEC_CHK_NG,MTP LM,USF03,1,,1
NDIM 2 Step Spec Over,NDIM 2 Step Spec Over,MTP LM,USF03,1,,1
NDIM 2 step Spec Over,NDIM 2 step Spec Over,MTP LM,USF03,1,,1
Mtp Time Over,Mtp Time Over,MTP Time Over,USF08,1,,1
VISION ETC ERROR,VISION ETC ERROR,Vision Error,USU34,1,,1
Vision Error,Vision Error,Vision Error,USU34,1,,1
NDIM 3 step Spec Over,NDIM 3 step Spec Over,MTP LM,USO50,1,,1
NDIM 3 Step Spec Over,NDIM 3 Step Spec Over,MTP LM,USO50,1,,1
HBM MPCD Spec Over,HBM MPCD Spec Over,MTP MPCD,USF11,1,,1
CU Vision Time Out,CU Vision Time Out,Vision Error,USU34,1,,1
2 Step COORD. lowgray ERROR,2 Step COORD. lowgray ERROR,MTP LOW Gray LM,USF09,1,,1
HBM T Color Spec Over,HBM T Color Spec Over,MTP T Color,USF10,1,,1
MPCD Over:v255,MPCD Over:v255,MTP MPCD,USF11,1,,1
Fixed Gamma Max Over,Fixed Gamma Max Over,MTP Time Over,USF08,1,,1
MTP_LOG_READING_FAIL,MTP_LOG_READING_FAIL,MTP Time Over,USF08,1,,1
(POC1)VL Stain,(POC1)VL Stain,VL Stain,USU16,1,,1
FT)Lami Alien,FT)Lami Alien,FT)Lami Alien,USW13,1,,1
(POC1)Panel Stain Others,(POC1)Panel Stain Others,Panel Stain Others,USU19,1,,1
Window Scratch,Window Scratch,WINDOW S/C,USW74,1,,1
Vertical Line Others,Vertical Line Others,Vertical Line Others,USO05,1,,1
EEP_WRITE_ERROR,EEP_WRITE_ERROR,Vision Error,USU34,1,,1
